Customer_ID,Age,Gender,City,Monthly_Income,Spending_Score,Purchase_Amount,Product_Category,Purchase_Date
854,51,Male,Delhi,47734,69,25484,Clothing,2026-05-03
855,31,Female,Delhi,43173,82,26068,Electronics,2026-05-04
856,43,Female,Mumbai,50403,90,1191,Sports,2026-05-05
857,62,Male,Chennai,86321,84,26074,Electronics,2026-05-06
858,44,Female,Hyderabad,91675,41,5917,Groceries,2026-05-07
859,26,Male,Bangalore,26344,49,39599,Sports,2026-05-08
860,43,Male,Mumbai,38800,91,26832,Furniture,2026-05-09
861,64,Male,Chennai,45372,49,43928,Clothing,2026-05-10
862,39,Female,Bangalore,81516,76,21706,Groceries,2026-05-11
863,64,Female,Delhi,40538,71,14682,Groceries,2026-05-12
864,47,Male,Delhi,83918,3,27762,Clothing,2026-05-13
865,60,Female,Bangalore,34973,10,24383,Clothing,2026-05-14
866,34,Female,Mumbai,91155,98,28796,Furniture,2026-05-15
867,43,Male,Delhi,120240,89,24666,Groceries,2026-05-16
868,53,Male,Hyderabad,79500,35,26662,Groceries,2026-05-17
869,18,Female,Bangalore,56575,80,46159,Electronics,2026-05-18
870,25,Male,Bangalore,125455,2,35642,Sports,2026-05-19
871,52,Female,Delhi,62261,24,42830,Sports,2026-05-20
872,32,Female,Mumbai,130659,74,38531,Electronics,2026-05-21
873,64,Female,Hyderabad,47716,38,11234,Sports,2026-05-22
874,39,Female,Mumbai,23236,22,10221,Clothing,2026-05-23
875,31,Male,Chennai,35848,26,12410,Sports,2026-05-24
876,43,Male,Chennai,22352,43,15519,Sports,2026-05-25
877,45,Male,Delhi,21932,55,2051,Electronics,2026-05-26
878,40,Male,Delhi,96449,39,45993,Furniture,2026-05-27
879,31,Female,Delhi,28556,91,10765,Sports,2026-05-28
880,41,Female,Chennai,106836,29,12382,Sports,2026-05-29
881,19,Male,Mumbai,25498,20,13580,Furniture,2026-05-30
882,62,Female,Mumbai,96118,91,33323,Electronics,2026-05-31
883,43,Female,Delhi,70098,41,45757,Furniture,2026-06-01
884,31,Female,Hyderabad,84386,54,12939,Electronics,2026-06-02
885,24,Male,Mumbai,132169,20,30964,Clothing,2026-06-03
886,20,Male,Chennai,29569,19,1307,Electronics,2026-06-04
887,64,Male,Bangalore,136127,84,4359,Clothing,2026-06-05
888,40,Female,Bangalore,146060,99,30648,Clothing,2026-06-06
889,63,Male,Bangalore,76882,66,36944,Electronics,2026-06-07
890,60,Male,Hyderabad,90393,30,35019,Groceries,2026-06-08
891,64,Male,Delhi,20340,53,39134,Electronics,2026-06-09
892,62,Male,Chennai,63949,34,28323,Sports,2026-06-10
893,35,Male,Hyderabad,102302,22,7226,Sports,2026-06-11
894,55,Male,Chennai,82443,67,22689,Groceries,2026-06-12
895,52,Female,Chennai,111668,6,31971,Clothing,2026-06-13
896,32,Female,Delhi,94027,79,26954,Groceries,2026-06-14
897,42,Male,Bangalore,20138,27,25423,Sports,2026-06-15
898,54,Male,Delhi,20358,10,31391,Groceries,2026-06-16
899,45,Female,Hyderabad,139619,73,15330,Electronics,2026-06-17
900,27,Female,Hyderabad,95250,97,5891,Groceries,2026-06-18
901,56,Male,Hyderabad,105376,96,5992,Clothing,2026-06-19
902,34,Male,Delhi,119931,48,2961,Electronics,2026-06-20
903,56,Male,Chennai,50654,70,13497,Furniture,2026-06-21
904,39,Male,Chennai,45879,59,33551,Sports,2026-06-22
905,43,Female,Mumbai,101532,100,11848,Sports,2026-06-23
906,61,Male,Hyderabad,75778,59,14255,Groceries,2026-06-24
907,42,Male,Chennai,57772,2,5567,Electronics,2026-06-25
908,34,Male,Mumbai,78478,29,49847,Furniture,2026-06-26
909,30,Male,Chennai,84353,68,40281,Electronics,2026-06-27
910,37,Female,Hyderabad,46762,65,49003,Sports,2026-06-28
911,42,Female,Bangalore,33283,83,21389,Electronics,2026-06-29
912,21,Female,Hyderabad,83922,26,45523,Furniture,2026-06-30
913,27,Male,Delhi,59420,89,44919,Groceries,2026-07-01
914,20,Male,Chennai,75568,10,17567,Clothing,2026-07-02
915,58,Female,Chennai,105090,53,4358,Electronics,2026-07-03
916,62,Male,Delhi,40219,79,23999,Clothing,2026-07-04
917,35,Male,Delhi,77169,59,43358,Sports,2026-07-05
918,64,Female,Bangalore,120455,22,11988,Groceries,2026-07-06
919,53,Female,Chennai,94965,51,41446,Groceries,2026-07-07
920,64,Female,Chennai,66840,48,32521,Electronics,2026-07-08
921,39,Female,Bangalore,64695,21,6698,Groceries,2026-07-09
922,51,Male,Mumbai,125209,22,2273,Electronics,2026-07-10
923,64,Male,Bangalore,104754,100,28543,Electronics,2026-07-11
924,25,Female,Hyderabad,97988,98,32349,Clothing,2026-07-12
925,57,Male,Chennai,78342,30,12241,Groceries,2026-07-13
926,61,Female,Delhi,134516,25,10497,Electronics,2026-07-14
927,36,Female,Hyderabad,38951,28,42875,Clothing,2026-07-15
928,59,Male,Chennai,21307,65,33703,Furniture,2026-07-16
929,58,Female,Bangalore,100388,45,45041,Clothing,2026-07-17
930,54,Male,Hyderabad,110768,68,32954,Clothing,2026-07-18
931,23,Male,Chennai,55428,7,9002,Electronics,2026-07-19
932,43,Male,Mumbai,128707,49,5247,Sports,2026-07-20
933,51,Male,Mumbai,112021,9,42988,Sports,2026-07-21
934,62,Female,Delhi,138418,36,22698,Sports,2026-07-22
935,23,Male,Chennai,95774,83,20738,Clothing,2026-07-23
936,54,Female,Mumbai,58975,1,11703,Electronics,2026-07-24
937,50,Female,Bangalore,137850,10,49240,Groceries,2026-07-25
938,39,Female,Chennai,21140,36,18570,Clothing,2026-07-26
939,38,Female,Bangalore,148865,73,13392,Clothing,2026-07-27
940,23,Male,Bangalore,44842,46,45724,Electronics,2026-07-28
941,23,Male,Mumbai,46421,32,33299,Furniture,2026-07-29
942,21,Female,Chennai,21708,32,16641,Clothing,2026-07-30
943,47,Female,Hyderabad,23630,6,14998,Furniture,2026-07-31
944,28,Male,Mumbai,39595,48,7305,Furniture,2026-08-01
945,47,Female,Mumbai,96021,38,33726,Sports,2026-08-02
946,48,Male,Chennai,48308,17,19782,Electronics,2026-08-03
947,41,Female,Chennai,64789,74,13721,Furniture,2026-08-04
948,26,Male,Bangalore,75690,27,40763,Electronics,2026-08-05
949,20,Female,Chennai,46086,54,13427,Sports,2026-08-06
950,48,Female,Bangalore,36859,50,47550,Electronics,2026-08-07
951,57,Male,Mumbai,27684,35,21566,Clothing,2026-08-08
952,54,Female,Delhi,111088,85,3230,Furniture,2026-08-09
953,53,Female,Hyderabad,21207,25,7511,Electronics,2026-08-10
954,41,Male,Mumbai,66099,28,43229,Groceries,2026-08-11
955,48,Female,Chennai,87496,15,27177,Electronics,2026-08-12
956,23,Male,Hyderabad,86093,4,5765,Furniture,2026-08-13
957,19,Male,Delhi,49689,93,21354,Sports,2026-08-14
958,37,Female,Delhi,68651,73,24929,Sports,2026-08-15
959,45,Female,Bangalore,33893,27,29820,Furniture,2026-08-16
960,28,Female,Hyderabad,117808,26,47040,Clothing,2026-08-17
961,21,Female,Bangalore,86418,19,30523,Clothing,2026-08-18
962,32,Female,Mumbai,145074,92,6552,Sports,2026-08-19
963,23,Female,Hyderabad,123065,17,1627,Sports,2026-08-20
964,47,Female,Mumbai,80011,43,12989,Furniture,2026-08-21
965,55,Male,Bangalore,58635,41,14780,Clothing,2026-08-22
966,19,Female,Hyderabad,76115,42,7589,Sports,2026-08-23
967,32,Male,Bangalore,115071,50,35812,Clothing,2026-08-24
968,28,Female,Hyderabad,98405,84,29128,Sports,2026-08-25
969,25,Female,Bangalore,92702,40,46939,Electronics,2026-08-26
970,43,Male,Delhi,98518,39,39652,Groceries,2026-08-27
971,62,Female,Bangalore,126233,23,28790,Electronics,2026-08-28
972,61,Female,Delhi,123651,96,41953,Sports,2026-08-29
973,22,Male,Bangalore,92805,52,1249,Groceries,2026-08-30
974,23,Female,Hyderabad,78954,47,20309,Groceries,2026-08-31
975,43,Female,Hyderabad,48064,63,26901,Sports,2026-09-01
976,21,Female,Hyderabad,142813,97,24576,Sports,2026-09-02
977,36,Male,Chennai,99063,69,32508,Clothing,2026-09-03
978,37,Female,Mumbai,22454,43,10175,Sports,2026-09-04
979,50,Female,Hyderabad,40878,48,26464,Furniture,2026-09-05
980,37,Female,Delhi,71098,34,17260,Sports,2026-09-06
981,29,Female,Hyderabad,82154,40,36440,Furniture,2026-09-07
982,64,Male,Chennai,32991,75,30546,Sports,2026-09-08
983,18,Male,Delhi,88344,61,41047,Clothing,2026-09-09
984,43,Female,Chennai,124946,50,42430,Furniture,2026-09-10
985,31,Female,Delhi,56593,67,2987,Electronics,2026-09-11
986,55,Male,Bangalore,56304,62,26105,Furniture,2026-09-12
987,54,Male,Mumbai,50386,58,13948,Clothing,2026-09-13
988,28,Female,Mumbai,75220,33,14026,Furniture,2026-09-14
989,53,Male,Chennai,133613,75,3773,Sports,2026-09-15
990,30,Female,Mumbai,89338,16,46927,Sports,2026-09-16
991,60,Male,Chennai,114289,82,10878,Clothing,2026-09-17
992,20,Male,Chennai,41083,94,43946,Groceries,2026-09-18
993,50,Male,Chennai,38354,48,11377,Sports,2026-09-19
994,23,Male,Mumbai,42190,10,8347,Electronics,2026-09-20
995,27,Female,Chennai,26142,82,34776,Clothing,2026-09-21
996,22,Male,Mumbai,48398,38,4783,Furniture,2026-09-22
997,40,Male,Chennai,71971,19,5298,Furniture,2026-09-23
998,27,Female,Hyderabad,61862,36,5668,Electronics,2026-09-24
999,61,Male,Chennai,118668,59,21671,Sports,2026-09-25
1000,19,Male,Delhi,73410,63,35820,Clothing,2026-09-26
